merk,type,price,detail,kursi,CC,BBM,link_img
Ford,Ranger Wildtrak 2.0L Bi-Turbo 4x4 AT,703000000,"5 Kursi, 1996 cc, 210 hp, Diesel",5 Kursi,1996 cc,Diesel,https://imgcdn.oto.com/large/gallery/exterior/12/883/ford-ranger-front-angle-low-view-437205.jpg
Ford,Ranger Raptor 2.0L Bi-Turbo 4x4 AT,1000000000,"5 Kursi, 1996 cc, 210 hp, Diesel",5 Kursi,1996 cc,Diesel,https://imgcdn.oto.com/large/gallery/exterior/12/883/ford-ranger-front-angle-low-view-437205.jpg
Ford,Everest 2.2L Trend,703000000,"7 Kursi, 2198 cc, 158 hp, Diesel",7 Kursi,2198 cc,Diesel,https://imgcdn.oto.com/large/gallery/exterior/12/87/ford-everest-front-angle-low-view-345804.jpg
Ford,Everest 2.0L Titanium,845000000,"7 Kursi, 1996 cc, 210 hp, Diesel",7 Kursi,1996 cc,Diesel,https://imgcdn.oto.com/large/gallery/exterior/12/87/ford-everest-front-angle-low-view-345804.jpg
Lexus,LS  500,382000000,"5 Kursi, 3445 cc, 415 hp, Bensin",5 Kursi,3445 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/180/lexus-ls-front-angle-low-view-554991.jpg
Lexus,LS  500h,474000000,"5 Kursi, 3456 cc, 354 hp, Bensin",5 Kursi,3456 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/180/lexus-ls-front-angle-low-view-554991.jpg
Lexus,LC 500,429000000,"4 Kursi, 4969 cc, 471 hp, Bensin",4 Kursi,4969 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/1373/lexus-lc-front-angle-low-view-743390.jpg
Lexus,RX 300 Luxury,144000000,"7 Kursi, 1998 cc, 235 hp, Bensin",7 Kursi,1998 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/1374/lexus-rx-front-angle-low-view-163602.jpg
Lexus,RX 300 F Sport,149000000,"7 Kursi, 1998 cc, 235 hp, Bensin",7 Kursi,1998 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/1374/lexus-rx-front-angle-low-view-163602.jpg
Lexus,LX 570,339000000,"8 Kursi, 5663 cc, 362 hp, Bensin",8 Kursi,5663 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/1351/lexus-lx-front-angle-low-view-784278.jpg
Lexus,LX 570 Sport,347000000,"8 Kursi, 5663 cc, 362 hp, Bensin",8 Kursi,5663 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/1351/lexus-lx-front-angle-low-view-784278.jpg
Lexus,NX 300,113000000,"5 Kursi, 1998 cc, 235 hp, Bensin",5 Kursi,1998 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/884/lexus-nx-front-angle-low-view-630099.jpg
Lexus,NX 300 F-Sport,118000000,"5 Kursi, 1998 cc, 235 hp, Bensin",5 Kursi,1998 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/884/lexus-nx-front-angle-low-view-630099.jpg
Lexus,UX  300e,124000000,"5 Kursi, 201 hp, Otomatis, Listrik",5 Kursi,201 hp,Listrik,https://imgcdn.oto.com/large/gallery/exterior/22/2018/lexus-ux-front-angle-low-view-267015.jpg
Lexus,UX  200 Luxury,893000000,"5 Kursi, 1987 cc, 168 hp, Bensin",5 Kursi,1987 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/2018/lexus-ux-front-angle-low-view-267015.jpg
Lexus,UX  200 F Sport,933000000,"5 Kursi, 1987 cc, 168 hp, Bensin",5 Kursi,1987 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/2018/lexus-ux-front-angle-low-view-267015.jpg
Lexus,UX  250h,998000000,"5 Kursi, 1987 cc, 181 hp, Bensin",5 Kursi,1987 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/2018/lexus-ux-front-angle-low-view-267015.jpg
Lexus,LM 350 (7-Seater),242000000,"7 Kursi, 3456 cc, 297 hp, Bensin",7 Kursi,3456 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/2296/lexus-lm-front-angle-low-view-523279.jpg
Lexus,LM 350 (4-Seater),306000000,"4 Kursi, 3456 cc, 297 hp, Bensin",4 Kursi,3456 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/2296/lexus-lm-front-angle-low-view-523279.jpg
Lexus,ES  250,116000000,"5 Kursi, 2487 cc, 204 hp, Bensin",5 Kursi,2487 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/2007/lexus-es-front-angle-low-view-491059.jpg
Lexus,ES  300h Ultra Luxury,122000000,"5 Kursi, 2487 cc, 215 hp, Bensin",5 Kursi,2487 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/22/2007/lexus-es-front-angle-low-view-491059.jpg
Jeep,Wrangler Sport 4-Door,167000000,"5 Kursi, 1995 cc, 270 hp, Bensin",5 Kursi,1995 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/19/2031/jeep-wrangler-front-angle-low-view-200415.jpg
Jeep,Wrangler Sahara 4-Door,178000000,"5 Kursi, 1995 cc, 270 hp, Bensin",5 Kursi,1995 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/19/2031/jeep-wrangler-front-angle-low-view-200415.jpg
Jeep,Wrangler Rubicon 2-Door,178000000,"4 Kursi, 1995 cc, 270 hp, Bensin",4 Kursi,1995 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/19/2031/jeep-wrangler-front-angle-low-view-200415.jpg
Jeep,Wrangler Sport 2-Door,178000000,"4 Kursi, 1995 cc, 270 hp, Bensin",4 Kursi,1995 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/19/2031/jeep-wrangler-front-angle-low-view-200415.jpg
Jeep,Wrangler Rubicon 4-Door,1900000000,"5 Kursi, 1995 cc, 270 hp, Bensin",5 Kursi,1995 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/19/2031/jeep-wrangler-front-angle-low-view-200415.jpg
Jeep,Cherokee Limited,152000000,"5 Kursi, 1995 cc, 270 hp, Bensin",5 Kursi,1995 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/19/161/jeep-cherokee-front-angle-low-view-498072.jpg
Jeep,Cherokee Trailhawk,162000000,"5 Kursi, 1995 cc, 270 hp, Bensin",5 Kursi,1995 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/19/161/jeep-cherokee-front-angle-low-view-498072.jpg
Jeep,Gladiator Rubicon,218000000,"5 Kursi, 3604 cc, 285 hp, Bensin",5 Kursi,3604 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/19/2363/jeep-gladiator-front-angle-low-view-960760.jpg
Jeep,Gladiator Rubicon Altitude,235000000,"5 Kursi, 3604 cc, 285 hp, Bensin",5 Kursi,3604 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/19/2363/jeep-gladiator-front-angle-low-view-960760.jpg
Jeep,Compass Longitude,615000000,"5 Kursi, 1368 cc, 162 hp, Bensin",5 Kursi,1368 cc,Bensin,https://imgcdn.oto.com/large/gallery/exterior/19/2027/jeep-compass-front-angle-low-view-227967.jpg
Isuzu,Traga Pick Up (FD),213800000,"3 Kursi, 2499 cc, 80 hp, Diesel",3 Kursi,2499 cc,Diesel,https://imgcdn.oto.com/medium/gallery/exterior/17/2187/isuzu-traga-front-angle-low-view-664209.jpg
Isuzu,Traga Box Aluminium,242300000,"3 Kursi, 2499 cc, 80 hp, Diesel",3 Kursi,2499 cc,Diesel,https://imgcdn.oto.com/medium/gallery/exterior/17/2187/isuzu-traga-front-angle-low-view-664209.jpg
Isuzu,MuX 4x4 AT,564300000,"7 Kursi, 1898 cc, 148 hp, Diesel",7 Kursi,1898 cc,Diesel,https://imgcdn.oto.com/medium/gallery/exterior/17/2484/isuzu-mu-x-2022-front-angle-low-view-721203.jpg
Isuzu,D Max SC MT,366500000,"2 Kursi, 1898 cc, 148 hp, Diesel",2 Kursi,1898 cc,Diesel,https://imgcdn.oto.com/medium/gallery/exterior/17/2483/isuzu-d-max-2021-front-angle-low-view-402309.jpg
Isuzu,D Max DC MT,436500000,"5 Kursi, 1898 cc, 148 hp, Diesel",5 Kursi,1898 cc,Diesel,https://imgcdn.oto.com/medium/gallery/exterior/17/2483/isuzu-d-max-2021-front-angle-low-view-402309.jpg
Isuzu,D Max Rodeo MT,463800000,"5 Kursi, 1898 cc, 148 hp, Diesel",5 Kursi,1898 cc,Diesel,https://imgcdn.oto.com/medium/gallery/exterior/17/2483/isuzu-d-max-2021-front-angle-low-view-402309.jpg
Suzuki,Ertiga GA MT,225100000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/332/suzuki-ertiga-front-angle-low-view-561755.jpg
Suzuki,Ertiga GL MT,248500000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/332/suzuki-ertiga-front-angle-low-view-561755.jpg
Suzuki,Ertiga GL AT,269500000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/332/suzuki-ertiga-front-angle-low-view-561755.jpg
Suzuki,Ertiga GX MT,270300000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/332/suzuki-ertiga-front-angle-low-view-561755.jpg
Suzuki,Ertiga GX AT,281300000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/332/suzuki-ertiga-front-angle-low-view-561755.jpg
Suzuki,Ertiga Sport MT,281300000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/332/suzuki-ertiga-front-angle-low-view-561755.jpg
Suzuki,Ertiga Sport AT,292300000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/332/suzuki-ertiga-front-angle-low-view-561755.jpg
Suzuki,XL7 Zeta MT,251800000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2220/suzuki-xl7-front-angle-low-view-256507.jpg
Suzuki,XL7 Zeta AT,262600000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2220/suzuki-xl7-front-angle-low-view-256507.jpg
Suzuki,XL7 Beta MT,269000000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2220/suzuki-xl7-front-angle-low-view-256507.jpg
Suzuki,XL7 Alpha MT,279100000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2220/suzuki-xl7-front-angle-low-view-256507.jpg
Suzuki,XL7 Beta AT,280000000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2220/suzuki-xl7-front-angle-low-view-256507.jpg
Suzuki,XL7 Alpha AT,290100000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2220/suzuki-xl7-front-angle-low-view-256507.jpg
Suzuki,XL7 Alpha FF MT,294200000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2220/suzuki-xl7-front-angle-low-view-256507.jpg
Suzuki,XL7 Alpha FF AT,305200000,"7 Kursi, 1462 cc, 103 hp, Bensin",7 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2220/suzuki-xl7-front-angle-low-view-256507.jpg
Suzuki,Jimny Single Tone MT,409500000,"4 Kursi, 1462 cc, 101 hp, Bensin",4 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/782/suzuki-jimny-front-angle-low-view-177244.jpg
Suzuki,Jimny Two Tone MT,412500000,"4 Kursi, 1462 cc, 101 hp, Bensin",4 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/782/suzuki-jimny-front-angle-low-view-177244.jpg
Suzuki,Jimny Single Tone AT,422100000,"4 Kursi, 1462 cc, 101 hp, Bensin",4 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/782/suzuki-jimny-front-angle-low-view-177244.jpg
Suzuki,Jimny Two Tone AT,425100000,"4 Kursi, 1462 cc, 101 hp, Bensin",4 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/782/suzuki-jimny-front-angle-low-view-177244.jpg
Suzuki,Karimun Wagon R GL Airbag,137700000,"5 Kursi, 998 cc, 67 hp, Bensin",5 Kursi,998 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/328/suzuki-karimun-wagon-r-front-angle-low-view-605313.jpg
Suzuki,Karimun Wagon R GL AGS Airbag,147000000,"5 Kursi, 998 cc, 67 hp, Bensin",5 Kursi,998 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/328/suzuki-karimun-wagon-r-front-angle-low-view-605313.jpg
Suzuki,Karimun Wagon R MPV 7-Seater,147000000,"7 Kursi, 998 cc, 67 hp, Bensin",7 Kursi,998 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/328/suzuki-karimun-wagon-r-front-angle-low-view-605313.jpg
Suzuki,Baleno MT,252900000,"5 Kursi, 1373 cc, 91 hp, Bensin",5 Kursi,1373 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2266/suzuki-baleno-2020-front-angle-low-view-131946.jpg
Suzuki,Baleno AT,266540000,"5 Kursi, 1373 cc, 91 hp, Bensin",5 Kursi,1373 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2266/suzuki-baleno-2020-front-angle-low-view-131946.jpg
Suzuki,Carry Flat Deck,161600000,"3 Kursi, 1462 cc, 96 hp, Bensin",3 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2158/suzuki-carry-front-angle-low-view-924731.jpg
Suzuki,Carry Wide Deck,162600000,"3 Kursi, 1462 cc, 96 hp, Bensin",3 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2158/suzuki-carry-front-angle-low-view-924731.jpg
Suzuki,Carry Flat Deck AC/PS,171200000,"3 Kursi, 1462 cc, 96 hp, Bensin",3 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2158/suzuki-carry-front-angle-low-view-924731.jpg
Suzuki,Carry Wide Deck AC/PS,171200000,"3 Kursi, 1462 cc, 96 hp, Bensin",3 Kursi,1462 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/2158/suzuki-carry-front-angle-low-view-924731.jpg
Suzuki,Ignis GX MT,207200000,"5 Kursi, 1197 cc, 82 hp, Bensin",5 Kursi,1197 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/1362/suzuki-ignis-front-angle-low-view-859722.jpg
Suzuki,Ignis GX AGS,217500000,"5 Kursi, 1197 cc, 82 hp, Bensin",5 Kursi,1197 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/1362/suzuki-ignis-front-angle-low-view-859722.jpg
Suzuki,APV Luxury MT R15,258100000,"7 Kursi, 1493 cc, 92 hp, Bensin",7 Kursi,1493 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/324/suzuki-apv-luxury-front-angle-low-view-772132.jpg
Suzuki,APV Luxury MT R17,262100000,"7 Kursi, 1493 cc, 92 hp, Bensin",7 Kursi,1493 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/324/suzuki-apv-luxury-front-angle-low-view-772132.jpg
Suzuki,APV Arena Blind Van,169900000,"2 Kursi, 1493 cc, 93 hp, Bensin",2 Kursi,1493 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/326/suzuki-apv-arena-front-angle-low-view-886242.jpg
Suzuki,APV Arena GA MT,213500000,"8 Kursi, 1493 cc, 93 hp, Bensin",8 Kursi,1493 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/326/suzuki-apv-arena-front-angle-low-view-886242.jpg
Suzuki,APV Arena GL MT,221700000,"8 Kursi, 1493 cc, 93 hp, Bensin",8 Kursi,1493 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/326/suzuki-apv-arena-front-angle-low-view-886242.jpg
Suzuki,APV Arena GX MT,235600000,"7 Kursi, 1493 cc, 93 hp, Bensin",7 Kursi,1493 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/326/suzuki-apv-arena-front-angle-low-view-886242.jpg
Suzuki,APV Arena SGX MT,238900000,"7 Kursi, 1493 cc, 93 hp, Bensin",7 Kursi,1493 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/326/suzuki-apv-arena-front-angle-low-view-886242.jpg
Suzuki,Karimun Wagon R GS GS Airbag,146300000,"5 Kursi, 998 cc, 67 hp, Bensin",5 Kursi,998 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/322/suzuki-karimun-wagon-r-gs-front-angle-low-view-721388.jpg
Suzuki,Karimun Wagon R GS GS AGS Airbag,155200000,"5 Kursi, 998 cc, 67 hp, Bensin",5 Kursi,998 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/322/suzuki-karimun-wagon-r-gs-front-angle-low-view-721388.jpg
Suzuki,SX4 S Cross AT,340400000,"5 Kursi, 1491 cc, 108 hp, Bensin",5 Kursi,1491 cc,Bensin,https://imgcdn.oto.com/medium/gallery/exterior/37/1885/suzuki-sx-4-s-cross-front-angle-low-view-595354.jpg
