brand,city,dealer_name,address,link_maps
toyota,bandar lampung,Auto2000 Raden Intan,"Jl. Raden Intan 61A, Tanjung Karang, Bandar Lampung","http://maps.google.com/?q=-4.558585,105.406808"
toyota,banjarmasin,Wira Megah Banjarmasin,"Jl. Jen. A. Yani km. 10 No.10 Rt. 2, Kertak Hanyar, Banjarmasin, 70233","http://maps.google.com/?q=-6.209,106.849"
toyota,banyumas,Nasmoco Purwokerto,"Jl. Gerilya Timur No.56, Purwokerto, Banyumas, 53146","http://maps.google.com/?q=-6.856498,109.144438"
toyota,banyuwangi,Auto2000 Banyuwangi,"Jl. S. Parman   28, Banyuwangi","http://maps.google.com/?q=-8.219021,114.369105"
toyota,bengkulu,General Toyota Bengkulu,"Jl. P. Natadirja No. 103, Bengkulu, 38225","http://maps.google.com/?q=-3.8219241,102.2948557"
toyota,bitung,Hasjrat Abadi Bitung,"Jl. Wolter Monginsidi, kel. Girian Weru Dua Kec. Girian - Kota Bitung, Sulawesi Utara, Bitung","http://maps.google.com/?q=1.43944,125.12552"
toyota,blitar,Toyota kartuia sari blitar,"Jl. Raya Dandong Srengat, Kel.Dandong, Kec. Srengat, Blitar, 66152","http://maps.google.com/?q=-8.06327,112.06934"
toyota,bone,Hadji Kalla Bone,"Jl. Sukawati No.36, Watampone, Bone, 92732","http://maps.google.com/?q=-6.208402709,106.8487425"
toyota,bontang,Auto2000 Bontang,"Jl. Brigjen Katamso No. 31, Bontang","http://maps.google.com/?q=0.133333,117.5"
toyota,bukittinggi,AUTO2000 Bukit Tinggi,"Jl. Raya Bukit Tinggi Km. 4, Sumatera Barat, Bukittinggi","http://maps.google.com/?q=-2.95781,104.67713"
toyota,buleleng,Agung Automall Singaraja,"Ji. Ahmad Yani 49, Singaraja, Buleleng, 81151","http://maps.google.com/?q=-8.548332,115.311135"
toyota,cilacap,Nasmoco Cilacap,"Jl. MT Haryono 81, Cilacap, 53222","http://maps.google.com/?q=-7.306551,110.488439"
toyota,cilegon,Tunas Toyota,"JI. Raya Cilegon Km 14, Cilegon, 42422","http://maps.google.com/?q=-6.209,106.849"
toyota,cirebon,Auto2000 Cirebon,"Jl. Brigjen Darsono 14, By Pass, Cirebon, 45135","http://maps.google.com/?q=-8.1870917,113.6596106"
toyota,garut,Budi Jaya Mobilindo,"Jl. Cimanuk 303, Garut, 44151","http://maps.google.com/?q=-6.3430916,108.3352401"
toyota,gianyar,Agung Automall Gianyar,"JI. Dharma Giri Buruan blah batuh, Gianyar, 80581","http://maps.google.com/?q=-6.27286,106.773156"
toyota,gorontalo,PT Hasjrat Abadi,"Jl. Nani Wartabone No. 9A, Gorontalo","http://maps.google.com/?q=0.533333,123.066667"
toyota,gresik,Arina Parama Jaya,"Jl. Raya Veteran Km. 1, Gresik, 61101","http://maps.google.com/?q=-6.209,106.849"
toyota,jambi,General Toyota Jambi,"Ji. Prof Dr Sumantri Brojonegoro  135, Jambi, 36129","http://maps.google.com/?q=-1.611095,103.596249"
toyota,jayapura,Hasjrat Abadi Abepura,"Jl. Raya Abepura Kotaraja, Jayapura","http://maps.google.com/?q=-2.569578,140.525803"
toyota,jember,Auto2000 Jember,"Ji. Hayam Wuruk 34, Jember, 68135","http://maps.google.com/?q=-6.18032928,106.7460032"
toyota,jombang,Auto2000 Jombang,"Jl. Soekarno Hatta, Desa Kepuh Kembang, Jombang, 61481","http://maps.google.com/?q=-7.53767,112.25843"
toyota,karawang,Astrido Toyota Karawang Barat,"Jl. Interchange Karawang Barat RT. 06 RW. 03. No. 1, Karawang","http://maps.google.com/?q=-6.32273,107.337579"
toyota,kediri,Auto2000 Kediri,"Jl. Hasanudin No. 2A, Kediri, 64121","http://maps.google.com/?q=-7.334513707,112.7297473"
toyota,kendari,Hadji Kalla Kendari,"Jl. Ahmad Yani No. 4 Sul-Teng, Kendari","http://maps.google.com/?q=-3.986772,122.50308"
toyota,kolaka,Hadji Kalla Kolaka,"Jl. Pemuda No. 208- Kolaka, Kolaka","http://maps.google.com/?q=-4.073411,121.625595"
toyota,kotamobagu,PT Hasjrat Abadi,"Ji. Datoe Binangkang 17, Kotamobagu, 95711","http://maps.google.com/?q=0.7354007,124.3075652"
toyota,kudus,Surya Indah Motor,"Jl. Raya Kudus - Pati Km. 4, Kudus","http://maps.google.com/?q=-6.809309,110.849331"
toyota,kupang,Hasjrat Abadi Kasuari,"Jalan Cut Nyak Dien, Kel.Haledulaa Utara, Kupang","http://maps.google.com/?q=-10.178757,123.597606"
toyota,kutai kartanegara,Auto2000 Tenggarong,"Jl. Pesut, Timbau Village, Kutai Kartanegara","http://maps.google.com/?q=37.52633,-77.46083"
toyota,labuhan batu,Auto2000 Rantauprapat,"Jl. SM. Raja/ Ahmad Yani Ujung, Labuhan Batu","http://maps.google.com/?q=2.077253,99.854188"
toyota,lampung selatan,Auto2000 Raja Basa,"Jl. Raya Hadji Mena no. 2000, Natar, Lampung Selatan, 35362","http://maps.google.com/?q=-6.260026,107.1145244"
toyota,lampung tengah,Tunas Toyota Bandar Jaya,"Jl. Raya Negara Kel. Seputih Jaya RT 04/02 Kec. Gunung Sugih, Lampung Tengah","http://maps.google.com/?q=-4.558585,105.406808"
toyota,madiun,Auto2000 Madiun,"Jl. HOS Cokroaminoto No.47, Madiun, 63132","http://maps.google.com/?q=-6.209,106.849"
toyota,magelang,Nasmoco Magelang,"Jl. Raya Magelang Yogya Km. 5 Mertoyudan, Magelang, 56172","http://maps.google.com/?q=-7.315476462,112.7544022"
toyota,malang,Auto2000 Malang Soetoyo,"Jl. Letjen Soetojo 25, Malang, 65141","http://maps.google.com/?q=-6.209,106.849"
toyota,mamuju,Hadji Kalla Mamuju,"Jl. Sudirman No. 1, Mamuju","http://maps.google.com/?q=-2.844137,119.232078"
toyota,manado,Hasjrat Abadi Manado I,"Jl. Raya Kombos, Manado, 95233","http://maps.google.com/?q=-6.2080614,106.8491287"
toyota,mataram,Krida Toyota,"Jl. A. Yani Km. 3 - Narmada, Berdais, Mataram","http://maps.google.com/?q=-8.581948,116.116686"
toyota,mojokerto,IMM Toyota Mojokerto,"Jl. Raya by pass Mojokerto km. 47, Mojokerto","http://maps.google.com/?q=-7.468136,112.437064"
toyota,palangka raya,Wira Megah Profitamas,"Jl. Tjilik Riwut km 5 No. 8, Palangka Raya, 73112","http://maps.google.com/?q=-6.209,106.849"
toyota,palopo,Hadji Kalla Palopo,"Jl. Andi Jemma No. 136, Palopo","http://maps.google.com/?q=-2.99102,120.19485"
toyota,palu,Hadji Kalla Palu,"Jl. Ir. H. Juanda 45, Palu, 94112","http://maps.google.com/?q=-6.209,106.849"
toyota,pamekasan,Liek Motor Pamekasan,"Jl. Raya Joko Tole No. 223, Pamekasan","http://maps.google.com/?q=-7.158255,113.465704"
toyota,pasuruan,AUTO2000 Pasuruan,"Pasuruan, 67135","http://maps.google.com/?q=-7.6300303,112.8779186"
toyota,pekalongan,Nasmoco Pekalongan,"Jl. Raya Kalibanger Km. 3, Pekalongan, 51129","http://maps.google.com/?q=-6.974716,110.419263"
toyota,pematang siantar,Sutan Indo Aneka Mobil,"Jl. Medan Km. 2,8, Pematang Siantar","http://maps.google.com/?q=2.970042,99.068167"
toyota,pontianak,Anzon Autoplaza,"Jl. Jend. Achmad Yani No.89, Pontianak, 78123","http://maps.google.com/?q=-6.209,106.849"
toyota,purwakarta,Auto2000 Purwakarta,"Jl. Veteran RT 05/02 Ciseureuh, Purwakarta","http://maps.google.com/?q=-6.538681,107.44994"
toyota,salatiga,Nasmoco Salatiga,"Jl. P. Diponegoro 171, Salatiga, 50715","http://maps.google.com/?q=-7.797224,110.368797"
toyota,samarinda,Auto2000 Samarinda,"Jl. Wahid Hasyim, No. 99, Sempaja, Samarinda","http://maps.google.com/?q=-0.502106,117.153706"
toyota,serang,Auto2000 Serang,"Jl. Raya Pandeglang KM 6,Kampung Kramat RT 5 RW 2 Desa Sukajaya, Kec Curug, Serang","http://maps.google.com/?q=-6.129644,106.158806"
toyota,serpong,Plaza Toyota Serpong,"Jl. Raya Boulevard M5/11, Gading Serpong, Kelapa Dua, Serpong, 12270","http://maps.google.com/?q=-6.320138,106.665599"
toyota,sidoarjo,Asri Motor,"Ji. Jenggolo 52, Sidoarjo, 61219","http://maps.google.com/?q=-6.209,106.849"
toyota,sorong,PT Hasjrat Abadi,"Jl. Jend. Ahmad Yani No.16A, Sorong, 98416","http://maps.google.com/?q=-4.3545042,139.3653149"
toyota,subang,Wijaya Toyota Subang,"Jl. Raya Pemanukan Km 2.5, Pemanukan, Subang","http://maps.google.com/?q=-6.571589,107.758732"
toyota,tabanan,Agung Toyota Tabanan,"Jl. Hero No. 13, Tabanan","http://maps.google.com/?q=48.32004,16.0598"
toyota,tasikmalaya,Sinar Mas Tasikmalaya,"Jl. KH Mustofa No. 294, Cihideung, Tasikmalaya , Tasikmalaya, 46125","http://maps.google.com/?q=-7.338632,108.217931"
toyota,tegal,Nasmoco Tegal,"Jl. Martoloyo No. 113-115, Tegal, 52121","http://maps.google.com/?q=-6.209,106.849"
toyota,tuban,Auto2000 Tuban,"Jl. Wahidin Sudiro Husodo No. 16, Tuban, Tuban, 62314","http://maps.google.com/?q=-6.209,106.849"
toyota,wonosobo,Nasmoco Wonosobo,"Jl. Raya Banyumas KM 3, Selomerto, Wonosobo","http://maps.google.com/?q=-7.355577,109.913959"
honda,bandung,Honda Bandung Center,"Jl. Cicendo No. 18, Bandung, 40117","http://maps.google.com/?q=-6.9091564,107.61051"
honda,bekasi,Honda Cibubur,"Jl. Raya Alternatif Cibubur Cileungsi No. 38, Bekasi, 17435","http://maps.google.com/?q=-6.379176,106.9218858"
honda,bogor,Honda Mandiri Bogor,"Jl. Raya Pajajaran No. 27, Bogor, 16143","http://maps.google.com/?q=-6.6069198,106.8091809"
honda,denpasar,Honda Denpasar Agung,"Jl. Hayam Wuruk No. 40, Denpasar, 80233","http://maps.google.com/?q=-8.632321,115.2155933"
honda,depok,Honda Arista Depok,"Jl. Margonda Raya No. 368 A, Depok, 16423","http://maps.google.com/?q=-6.3821359,106.8281623"
honda,jakarta barat,HONDA IKM DAAN MOGOT,"Jl. Daan Mogot No. 6, Jakarta Barat, 11460","http://maps.google.com/?q=-6.162017,106.773752"
honda,jakarta pusat,HONDA IKM HASYIM ASHARI,"Jl. K.H Hasyim Ashari No. 24, Jakarta Pusat, 10130","http://maps.google.com/?q=-6.165312,106.811554"
honda,jakarta selatan,Honda Pondok Pinang,"Jl. Ciputat Raya No. 80, Pondok Pinang Kebayoran Lama, Jakarta Selatan, 12310","http://maps.google.com/?q=-6.27039,106.775636"
honda,jakarta timur,Honda Arista Jatinegara,"Jl. Jatinegara Barat No. 151, Jatinegara, Jakarta Timur","http://maps.google.com/?q=-6.220783,106.865552"
honda,jakarta utara,HONDA AUTOLAND,"Jl. Raya Boulevard Barat XB No. 1-2 Kelapa Gading, Jakarta Utara, 14250","http://maps.google.com/?q=-6.15755,106.89969"
honda,makassar,Honda Makassar Indah,"Jl. G. Bawakaraeng No. 85, Makassar, 90157","http://maps.google.com/?q=-5.1358723,119.4150239"
honda,medan,Honda IDK 1,"Jl.Glugur By Pass No. 85, Medan, 20114","http://maps.google.com/?q=3.6044065,98.6586835"
honda,palembang,Honda Union Motor,"Jl. Jend A Yani No. 1, RT. 14 KeL. 8 Ulu, Kec. Seberang Ulu I, Palembang, 30252","http://maps.google.com/?q=-2.99906,104.77112"
honda,pekanbaru,HONDA SOEKARNO HATTA,"Jl. Soekarno Hatta No. 168, Pekanbaru, 28291","http://maps.google.com/?q=0.526898,101.4202354"
honda,semarang,Honda Gajah Mada,"Jl. Gajah Mada No. 142 A, Semarang, 50135","http://maps.google.com/?q=-6.9816186,110.4247192"
honda,surabaya,Honda Surabaya Center,"Jl. Jend. Basuki Rahmat No. 33 – 37, Surabaya, 60271","http://maps.google.com/?q=-7.2658404,112.7409505"
honda,surakarta,Honda Solo Baru,"Jl. Ir. Soekarno No. 168, Surakarta, 57552","http://maps.google.com/?q=-7.60866,110.811907"
honda,tangerang,Honda Trimegah BSD,"Jl. Pahlawan Seribu, Commercial Business District Lot VIII No. 1 BSD, Tangerang, 15322","http://maps.google.com/?q=-6.16,106.639347"
honda,tangerang selatan,Honda Pondok Cabe,"Jl. Cabe Raya No.88, Pondok Cabe, Tangerang Selatan, 15418","http://maps.google.com/?q=-6.3456659,106.754734"
honda,yogyakarta,Honda Tugu,"Jl. HOS Cokroaminoto No. 157 A, Yogyakarta, 55244","http://maps.google.com/?q=-7.7874203,110.3534531"
honda,balikpapan,HONDA NUSANTARA BALIKPAPAN,"Jl. Ruhui Rahayu No.1 Ring Road, Balikpapan, 76114","http://maps.google.com/?q=-1.24247,116.89304"
honda,bandar lampung,Honda Lampung Raya,"Jl. Raden Intan No. 168, Bandar Lampung, 35117","http://maps.google.com/?q=-5.4046821,105.240691"
honda,banjarmasin,HONDA TRIO MOTOR,"Jl. Ahmad Yani Km. 7,2 No.168A, Kertak Hanya, Banjarmasin, 70654","http://maps.google.com/?q=-3.332473,114.619457"
honda,banyumas,Honda Istana Carindo,"Jl. S. Parman No. 1551, Purwokerto, Banyumas, 53141","http://maps.google.com/?q=-7.4329267,109.2439279"
honda,banyuwangi,HONDA ISTANA BANYUWANGI,"Jl. Raya Banyuwangi - Jember KM. 7 No. 88, Kelurahan Dadapan, Kecamatan Kabat, Kabupaten, Banyuwangi, 68461","http://maps.google.com/?q=-8.26085,114.33532"
honda,bengkulu,HONDA ARISTA BENGKULU,"Jl. Adam Malik RT. 001 RW. 01, Kel. Pagar Dewa, Kec. Selebar Bengkulu , Bengkulu, 38211","http://maps.google.com/?q=-3.838368,102.313577"
honda,cirebon,Honda Mulya Putra,"Jl. Brigjend. Dharsono No. 8 Cirebon, Cirebon","http://maps.google.com/?q=-6.736887,108.542286"
honda,garut,HONDA STAR MOTOR (CAB. GARUT ),"Jl. Otista No. 127, RT02/RW07, Garut, 44151","http://maps.google.com/?q=-3.838368,102.313577"
honda,gorontalo,HONDA NENGGA MOBILINDO,"Jl. Dr. H. Medi Botutihe No. 44, Kel. Heledulaa Selatan, Kec. Kota Timur , Gorontalo, 96114","http://maps.google.com/?q=0.538587,123.071491"
honda,gresik,HONDA MITRA GRESIK,"Jl. Dr. Wahidin Sudirohusodo No. 702A, Kel. Kembangan, Kec, Gresik, 61121","http://maps.google.com/?q=-7.16636,112.60741"
honda,jambi,Honda Wiltop Jambi,"Jl. Prof. Soemantri Brojonegoro, No. 8, Kel. solok sipin, Kec. Telanaipura, Jambi, 36121","http://maps.google.com/?q=-1.60748,103.5986"
honda,jayapura,Honda Mitra Jayapura,"Jl. Ardipura III, RT. 001/ RW. 006 Kel. Ardipura, Kec, Jayapura, 99222","http://maps.google.com/?q=-2.55531,140.70363"
honda,jember,Honda Istana Jember,"Jl. Hayam Wuruk No. 187-189, Jember, 68136","http://maps.google.com/?q=-8.186398,113.661447"
honda,karawang,Honda Kumala Karawang,"Jl. Arteri Interchange Tol Karawang Barat , Karawang, 41361","http://maps.google.com/?q=-6.30973,107.27521"
honda,kediri,Honda Pacific Motor,"Jl. Mayor Bismo No. 90, Kediri, 64121","http://maps.google.com/?q=-7.79313,112.00999"
honda,kendari,HONDA CAHAYA GRATIA,"Jl. Laode Hadi By Pass No. 8, Kelurahan Bonggoeya, Kecamatan Wua-Wua, , Kendari, 93116","http://maps.google.com/?q=-4.007852,122.508631"
honda,klaten,HONDA PERKASA KLATEN,"Jl.Raya Jogja - Solo No.168 Tangkisan Pos  Jogonalan, Klaten, 57425","http://maps.google.com/?q=-7.733617,110.543183"
honda,kudus,Honda Kudus Jaya,"Jl. Lingkar Selatan No. 168 (Timur Terminal), Kudus","http://maps.google.com/?q=-6.037438,106.021675"
honda,lampung selatan,HONDA ARISTA RAJABASA,"Jl. Raya Hajimena No. 99 RT. 010 RW. 04, Kel. Hajimena, Kec. Natar Lampung Selatan, Lampung Selatan, 35362","http://maps.google.com/?q=-5.354912,105.228256"
honda,magelang,Honda Tunas Jaya,"Jl. Soekarno Hatta No. 9 AB, Magelang, 56125","http://maps.google.com/?q=-7.960367,112.6369055"
honda,malang,Honda Mandalasena,"Jl. Letjen Sutoyo No. 75, Malang, 65141","http://maps.google.com/?q=1.492947,124.867059"
honda,manado,Honda Martadinata,"Jl. RE. Martadinata No. 38, Manado, 95127","http://maps.google.com/?q=-8.5855946,116.0857155"
honda,mataram,Honda Naga Motor,"Jl. Dr. Sujono Km 3.7 Lingkar Selatan - Mataram, Mataram, 83114","http://maps.google.com/?q=-7.000107,107.855395"
honda,mojokerto,Honda Mitra Mojokerto,"Jl. Raya Bypass Mojokerto KM. 50, Mojokerto","http://maps.google.com/?q=-2.982927,120.183051"
honda,palopo,TUNAS DWIPA MATRA,"JL. DR. RATULANGI NO. 128, Palopo, 91913","http://maps.google.com/?q=-1.7555339,120.0202964"
honda,palu,Honda Balindo,"Jl. Sultan Hassanudin No. 80, Palu, 94112","http://maps.google.com/?q=-6.9031901,109.6916636"
honda,pekalongan,Honda Pekalongan Motor,"Jl. Dr.Sutomo No.168, Pekalongan, 51129","http://maps.google.com/?q=-0.060454,109.353716"
honda,pontianak,Honda Daya Motor,"Jl. A. Yani No. 115, Pontianak","http://maps.google.com/?q=-0.826916,117.24224"
honda,purwakarta,HONDA KUMALA KARAWANG (CAB. PURWAKARTA ),"Jl. Ahmad Yani No. 165, RT10/RW02, Purwakarta","http://maps.google.com/?q=-7.3138701,110.492598"
honda,salatiga,Honda Salatiga Jaya,"Jl. Diponegoro No. 112, Salatiga, 50714","http://maps.google.com/?q=-0.3943025,117.1588277"
honda,samarinda,Honda Semoga Jaya,"Jl. Antasari No. 20, Samarinda, 75127","http://maps.google.com/?q=-6.09493,106.13349"
honda,serang,Honda Auto Serang,"Jl. Raya Serang Cilegon No. 517 RT.03/RW.15, Kel. Drangong, Kec, Serang, 42162","http://maps.google.com/?q=-7.4420449,112.7198275"
honda,sidoarjo,Honda Graha,"Jl. Jenggolo No.10, Sidoarjo, 61219","http://maps.google.com/?q=-6.677333,107.6825"
honda,subang,HONDA BANDUNG CENTER (CAB. SUBANG ),"Jl. Otista No. 298, RT48/RW06, Subang","http://maps.google.com/?q=-7.3438696,108.1843756"
honda,tasikmalaya,Honda Star Motor,"Jl. Ir. H. Juanda, Tasikmalaya, 46182","http://maps.google.com/?q=3.36344,99.166899"
honda,tebing tinggi,Honda Martadinata 2,"Jl. KL Yos Sudarso No.88 Kecamatan Paal Dua Atas, Tebing Tinggi","http://maps.google.com/?q=-6.8568195,109.1454835"
honda,tegal,Honda Tegal Raya,"Jl. Martoloyo No 109 – 111, Tegal, 52121","http://maps.google.com/?q=-6.918636,107.58635"
mitsubishi,bandung,PT. SURYAPUTRA SARANA SUDIRMAN,"Jl. Jend. Sudirman No. 776 - 778, Bandung","http://maps.google.com/?q=-6.245736,107.008234"
mitsubishi,bekasi,PT. SUN STAR PRIMA MOTOR CAMAN,"Jl. Raya KH. Noer Ali No. 43, Bekasi, 17136","http://maps.google.com/?q=-6.617449,106.816538"
mitsubishi,bogor,PT. PRABU PENDAWA MOTOR,"Jl. Pajajaran No. 20, Bogor","http://maps.google.com/?q=-8.133423,113.21448"
mitsubishi,denpasar,PT Bumen Redja Abadi,"Jl. Imam Bonjol No. 375-R, Denpasar","http://maps.google.com/?q=-6.334942,106.782516"
mitsubishi,depok,PT NUSANTARA BERLIAN MOTOR,"Jl.Cinere Raya No. 18, Depok, 16514","http://maps.google.com/?q=-6.147362,106.794547"
mitsubishi,jakarta barat,PT. Bumen Redja Abadi Latumenten,"Jl. Prof. Dr. Latumenten No. 5, Jakarta Barat","http://maps.google.com/?q=-6.156141,106.810069"
mitsubishi,jakarta pusat,PT. LAUTAN BERLIAN UTAMA MOTOR,"Jl. KHM. Mansyur No. 48 52 Jembatan Lima, Jakarta Pusat","http://maps.google.com/?q=-6.228585,106.84661"
mitsubishi,jakarta selatan,PT. Bumen Redja Abadi Tebet,"Jl. Dr. Saharjo No. 321, Jakarta Selatan","http://maps.google.com/?q=-6.220663,106.923721"
mitsubishi,jakarta timur,PT. Dwindo Berlian Samjaya - Raden Inten,"Jl. Radin Inten II No. 2, Jakarta Timur, 13960","http://maps.google.com/?q=-6.13802,106.878019"
mitsubishi,jakarta utara,PT Srikandi Diamond Motors - Sunter,"Jl. Danau Sunter Utara Blok B/14, Jakarta Utara, 14350","http://maps.google.com/?q=-5.130855,119.416528"
mitsubishi,makassar,PT. BOSOWA BERLIAN MOTOR,"Jl. Jend Urip Sumoharjo No. 266, Makassar","http://maps.google.com/?q=3.58161,98.626569"
mitsubishi,medan,PT. Sardana IndahBerlian Motor,"Jl. Jend. Gatot Subroto No. 437, Medan","http://maps.google.com/?q=-2.993984,104.780531"
mitsubishi,palembang,PT. LAUTAN BERLIAN UTAMA MOTOR,"Jl. A. Yani No. 17 RT 20/13 Ulu, Palembang","http://maps.google.com/?q=0.467309,101.418148"
mitsubishi,pekanbaru,PT. SUKA FAJAR,"Jl. Soekarno Hatta No. 140 (d/h Jl. Arengka), Pekanbaru","http://maps.google.com/?q=-6.966667,110.416667"
mitsubishi,semarang,PT. BUMEN REDJA ABADI,"Jl. R.E. Martadinata F1 Arteri Puri Anjasmoro, Semarang","http://maps.google.com/?q=-7.26424,112.745579"
mitsubishi,surabaya,PT. MURNI BERLIAN MOTORS,"Jl. Demak No. 172, Surabaya","http://maps.google.com/?q=-7.566667,110.816667"
mitsubishi,surakarta,PT. SUN STAR MOTOR,"Jl. Kolonel Sutarto No. 19, Surakarta","http://maps.google.com/?q=-6.291212,106.665848"
mitsubishi,tangerang,PT Bumen Redja Abadi,"Jl. Pahlawan Seribu, Sektor VI Blok 201 Kav. No. 3A & 5, Serpong, BSD City,, Tangerang","http://maps.google.com/?q=-6.290329,106.665384"
mitsubishi,tangerang selatan,PT. Bumen Redja Abadi Serpong,"Jl.  Pahlawan Seribu No.5 , Tangerang Selatan, 15320","http://maps.google.com/?q=-7.787684,110.431761"
mitsubishi,yogyakarta,PT. Borobudur Oto Mobil,"Jl. L. Adisucipto Km 7.3, Yogyakarta","http://maps.google.com/?q=-8.409518,115.188916"
mitsubishi,badung,PT Sun Star Motor,"Jl. Gatot Subroto No. 100 Lingk. Batu Culung Kerobokan Kaja Kuta Utara, Badung","http://maps.google.com/?q=-1.269767,116.836171"
mitsubishi,balikpapan,PT. Mandau Berlian Sejati,"Jl. MT. Haryono 36 Km. 5, Balikpapan","http://maps.google.com/?q=5.535831,95.342002"
mitsubishi,banda aceh,PT. Bintang Perkasa Indah Motors,"Jl. Raya Banda Aceh Km 35 Cot Mesjid, Banda Aceh","http://maps.google.com/?q=-5.448811,105.261939"
mitsubishi,bandar lampung,PT. LAUTAN BERLIAN UTAMA MOTOR,"Jl. Tenggiri No. 21, Bandar Lampung","http://maps.google.com/?q=-3.316694,114.59011"
mitsubishi,banjarmasin,PT. Sumber Berlian Motors,"Jl. A. Yani Km. 103 No. 01, Banjarmasin","http://maps.google.com/?q=-7.431391,109.24783"
mitsubishi,banyumas,PT. SINAR BERLIAN AUTO GRAHA,"Jl. Gerilya Timur No. 103, Purwokerto, Banyumas","http://maps.google.com/?q=-7.536064,112.238402"
mitsubishi,banyuwangi,PT. Mayangsari Berlian Motor,"Jl. Yos Sudarso No. 69A, Banyuwangi","http://maps.google.com/?q=-3.797686,102.266576"
mitsubishi,bengkulu,PT. LAUTAN BERLIAN UTAMA MOTOR,"Jl. S. Parman No. 61 (Padang Jati), Bengkulu","http://maps.google.com/?q=-7.536064,112.238402"
mitsubishi,blitar,PT. SUN STAR MOTOR,"Jl. Cempaka No. 21, Blitar","http://maps.google.com/?q=-7.1901,111.919"
mitsubishi,bojonegoro,PT SRIKANDIDIAMOND INDAH MOTORS,"Jl. Sukowati No.230A, Bojonegoro, 62181","http://maps.google.com/?q=-5.188355,122.487602"
mitsubishi,bone,PT. BOSOWA BERLIAN MOTOR,"Jl. A. Yani No. 2, Bone","http://maps.google.com/?q=-0.305556,100.369167"
mitsubishi,bukittinggi,PT. Andalas Berlian Motors,"Jl. Kapas Panji Km. 3, Bukittinggi","http://maps.google.com/?q=-8.116611,115.083952"
mitsubishi,buleleng,PT Sun Star Motor,"Jl. Jend. A. Yani No. 178, Singaraja, Buleleng","http://maps.google.com/?q=-7.727989,109.005909"
mitsubishi,cilacap,PT. TEJA BERLIAN,"Jl. Jend. Sudirman No. 12A, Cilacap","http://maps.google.com/?q=-6.028282,106.074089"
mitsubishi,cilegon,PT. Setiakawan MenaraMotor,"Jl. Raya Cilegon No. 101, Cilegon","http://maps.google.com/?q=-6.308659,107.301631"
mitsubishi,cirebon,PT. SURYAPUTRA SARANA TUPAREV,"Jl. Tuparev No. 62A, Cirebon","http://maps.google.com/?q=-7.227906,107.908699"
mitsubishi,garut,PT. SRIKANDIDIAMOND CEMERLANG MOTORS,"Jl. KH. Ahmad Sanusi No. 33, Garut","http://maps.google.com/?q=-7.227906,107.908699"
mitsubishi,gianyar,PT. BUMEN REDJA ABADI,"Jl. Raya Dharma Giri, Gianyar","http://maps.google.com/?q=-8.550198,115.34302"
mitsubishi,gorontalo,PT. Sinar Gorontalo Berlian Motor,"Jl. H. Agus Salim No. 28 (d/h Jl. R.A. Kartini No. 28), Gorontalo","http://maps.google.com/?q=0.548463,123.078277"
mitsubishi,gresik,PT. SRIKANDIDIAMOND INDAH MOTORS,"Jl. Raya Veteran 150, Gresik","http://maps.google.com/?q=-7.156576,112.655475"
mitsubishi,jambi,PT. Kerinci Permata Motors,"Jl. Kol. Abunjani No. 10 Simpang III Sipin, Jambi","http://maps.google.com/?q=-1.59,103.61"
mitsubishi,jayapura,PT. Tato Sakti,"Jl. Percetakan No. 104, Jayapura","http://maps.google.com/?q=-6.323263,106.868876"
mitsubishi,jember,PT. Mayangsari Berlian Motor,"Jl. Gajah Mada No. 224 A, Jember","http://maps.google.com/?q=-8.184486,113.668075"
mitsubishi,karawang,PT. SRIKAN DIDIAMOND MOTORS Jend. A. Yani,"Jl. Jend. A. Yani No. 34-35, Cikampek, Karawang","http://maps.google.com/?q=-6.574715,106.802922"
mitsubishi,kebumen,PT. BUMEN REDJA ABADI,"Jl. Tentara Pelajar No. 94 PO Box 11, Kebumen","http://maps.google.com/?q=-7.679942,109.681787"
mitsubishi,kediri,PT. SUN STAR MOTOR,"Jl. Semeru Kav. II-IV, Kediri","http://maps.google.com/?q=-7.816611,112.011917"
mitsubishi,kendari,PT. BOSOWA BERLIAN MOTOR,"Jl. A. Yani Kec. Uwa-Uwa No. 221, Kendari","http://maps.google.com/?q=-3.972201,122.514903"
mitsubishi,klaten,PT. SUN STAR MOTOR,"Jl. Soeradi Tirtonegaro Dukuh Ngadirejo RT.4 RW.02 Somopuro Jogonalan, Klaten","http://maps.google.com/?q=-7.69165,110.612548"
mitsubishi,kudus,PT. SUN STAR MOTOR,"Jl. AKBP Kusumadya No. 62, Kudus","http://maps.google.com/?q=-6.809309,110.849331"
mitsubishi,kupang,PT. BOSOWA BERLIAN MOTOR,"Jl. Tim Tim 51, Kupang","http://maps.google.com/?q=-10.178757,123.597606"
mitsubishi,kutai kartanegara,PT. MAHAKAM BERLIAN SAMJAYA,"Jl. Tenggarong - Samarinda, Teluk Dalam, Tenggarong Seberang,, Kutai Kartanegara","http://maps.google.com/?q=-0.42864,117.02787"
mitsubishi,kutai timur,MAHAKAM BERLIAN SAMJAYA,"Jl. Soekarno-Hatta RT. 22, Singa Gembara, Sangatta Utara, Sangatta, , Kutai Timur","http://maps.google.com/?q=0.58849,117.58228"
